custody_agency,date_of_release,sex,age,race_ethnicity,zip
,,,,,
PDP,4/4/2015 0:00,Male,21,Black,19143
,,,,,
PDP,6/29/2015 0:00,Male,25,Black,19132
,,,,,
PDP,4/16/2015 0:00,Male,19,Black,19139
,,,,,
PDP,9/20/2015 0:00,Female,32,White,19134
,,,,,
PDP,5/22/2015 0:00,Male,21,Black,19124
,,,,,
PDP,7/27/2015 0:00,Male,25,Black,
,,,,,
PDP,2/16/2015 0:00,Female,25,Black,
,,,,,
PDP,3/25/2015 0:00,Male,26,Black,
,,,,,
PDP,3/23/2015 0:00,Male,25,Black,19121
,,,,,
PDP,2/4/2015 0:00,Male,18,Black,19124
,,,,,
PDP,4/1/2015 0:00,Male,54,Black,19140
,,,,,
PDP,1/16/2015 0:00,Female,29,Black,19121
,,,,,
PDP,5/28/2015 0:00,Male,51,Black,19141
,,,,,
State,6/25/2015 0:00,Male,23,Black,19121
,,,,,
PDP,3/30/2015 0:00,Male,41,Hispanic,19124
,,,,,
State,8/10/2015 0:00,Male,26,Black,19151
,,,,,
State,6/22/2015 0:00,Male,22,Black,19123
,,,,,
PDP,11/13/2015 0:00,Male,19,Black,19146
,,,,,
PDP,1/13/2015 0:00,Female,62,Black,19146
,,,,,
PDP,8/3/2015 0:00,Male,50,Black,19151
,,,,,
PDP,7/6/2015 0:00,Female,22,Black,19145
,,,,,
PDP,11/19/2015 0:00,Male,20,Black,19100
,,,,,
PDP,2/2/2015 0:00,Male,22,Black,19100
,,,,,
PDP,10/20/2015 0:00,Male,21,Hispanic,19124
,,,,,
PDP,10/3/2015 0:00,Male,22,Hispanic,19134
,,,,,
PDP,5/29/2015 0:00,Female,24,White,19116
,,,,,
PDP,10/14/2015 0:00,Male,23,Black,19143
,,,,,
PDP,9/9/2015 0:00,Male,23,Hispanic,19133
,,,,,
PDP,6/22/2015 0:00,Male,21,Black,19151
,,,,,
PDP,12/14/2015 0:00,Male,34,Hispanic,19124
,,,,,
State,11/9/2015 0:00,Male,26,Black,19134
,,,,,
PDP,4/6/2015 0:00,Male,26,Black,19140
,,,,,
PDP,3/6/2015 0:00,Male,22,Black,19139
,,,,,
PDP,9/11/2015 0:00,Male,23,Black,19142
,,,,,
PDP,5/6/2015 0:00,Male,22,White,19146
,,,,,
PDP,10/1/2015 0:00,Male,40,Black,19144
,,,,,
PDP,10/21/2015 0:00,Male,19,Black,19132
,,,,,
State,4/30/2015 0:00,Male,24,Black,19142
,,,,,
State,5/3/2015 0:00,Male,23,Black,19136
,,,,,
PDP,7/21/2015 0:00,Male,26,Black,19124
,,,,,
PDP,6/17/2015 0:00,Male,21,Black,19143
,,,,,
PDP,6/10/2015 0:00,Male,25,Black,
,,,,,
PDP,2/21/2015 0:00,Female,23,Black,19131
,,,,,
PDP,3/4/2015 0:00,Male,23,Hispanic,19134
,,,,,
PDP,11/18/2015 0:00,Male,23,Black,
,,,,,
PDP,10/23/2015 0:00,Male,23,Black,19104
,,,,,
PDP,7/31/2015 0:00,Male,27,White,
,,,,,
PDP,5/14/2015 0:00,Male,21,Black,19124
,,,,,
PDP,5/18/2015 0:00,Male,21,Black,19149
,,,,,
PDP,2/18/2015 0:00,Male,22,Black,19111
,,,,,
State,4/6/2015 0:00,Male,23,Hispanic,19134
,,,,,
PDP,9/23/2015 0:00,Female,25,Black,
,,,,,
State,9/27/2015 0:00,Male,21,Black,19111
,,,,,
PDP,10/23/2015 0:00,Male,26,Hispanic,
,,,,,
PDP,5/22/2015 0:00,Male,27,Black,19146
,,,,,
PDP,8/25/2015 0:00,Male,20,Black,19124
,,,,,
PDP,12/22/2015 0:00,Male,31,Other,19115
,,,,,
PDP,1/29/2015 0:00,Male,29,White,
,,,,,
PDP,4/13/2015 0:00,Female,21,Black,
,,,,,
PDP,9/18/2015 0:00,Male,25,Hispanic,19100
,,,,,
PDP,4/18/2015 0:00,Male,20,Hispanic,19135
,,,,,
PDP,7/23/2015 0:00,Male,20,White,
,,,,,
PDP,1/7/2015 0:00,Female,37,Black,19140
,,,,,
PDP,10/24/2015 0:00,Male,29,Black,19136
,,,,,
PDP,5/22/2015 0:00,Male,24,Other,19149
,,,,,
PDP,11/4/2015 0:00,Male,24,Black,19132
,,,,,
PDP,2/7/2015 0:00,Male,21,Hispanic,19134
,,,,,
PDP,3/9/2015 0:00,Male,24,Black,19139
,,,,,
PDP,8/13/2015 0:00,Female,26,White,19002
,,,,,
PDP,5/1/2015 0:00,Female,33,Hispanic,19140
,,,,,
PDP,9/30/2015 0:00,Male,22,White,19149
,,,,,
PDP,7/6/2015 0:00,Male,21,Black,19141
,,,,,
State,7/29/2015 0:00,Male,20,Black,19139
,,,,,
PDP,4/1/2015 0:00,Male,18,Black,19140
,,,,,
PDP,3/18/2015 0:00,Male,23,Hispanic,19120
,,,,,
State,5/30/2015 0:00,Male,40,Black,19123
,,,,,
PDP,12/17/2015 0:00,Female,27,Other,19140
,,,,,
PDP,3/5/2015 0:00,Female,26,White,19135
,,,,,
PDP,11/26/2015 0:00,Male,23,Black,19132
,,,,,
PDP,10/6/2015 0:00,Female,25,Black,19123
,,,,,
PDP,5/19/2015 0:00,Female,32,Hispanic,19133
,,,,,
PDP,12/21/2015 0:00,Male,21,White,
,,,,,
PDP,1/14/2015 0:00,Male,23,White,19124
,,,,,
PDP,9/11/2015 0:00,Male,25,Black,
,,,,,
PDP,12/30/2015 0:00,Male,26,Hispanic,
,,,,,
PDP,3/25/2015 0:00,Male,25,Hispanic,19140
,,,,,
PDP,10/7/2015 0:00,Male,22,Black,19145
,,,,,
State,7/2/2015 0:00,Male,24,Black,19133
,,,,,
PDP,9/2/2015 0:00,Male,21,Black,19150
,,,,,
State,8/5/2015 0:00,Male,21,Black,19121
,,,,,
PDP,8/5/2015 0:00,Male,22,Black,19142
,,,,,
PDP,1/22/2015 0:00,Male,27,Hispanic,
,,,,,
PDP,12/11/2015 0:00,Male,24,White,19133
,,,,,
State,8/14/2015 0:00,Male,20,Black,19124
,,,,,
PDP,8/5/2015 0:00,Male,25,Black,19124
,,,,,
PDP,9/1/2015 0:00,Male,22,Black,19146
,,,,,
State,7/13/2015 0:00,Female,26,Black,19132
,,,,,
PDP,4/28/2015 0:00,Male,54,Black,19131
,,,,,
PDP,4/3/2015 0:00,Male,21,Hispanic,19134
,,,,,
PDP,7/28/2015 0:00,Male,22,Black,19124
,,,,,
PDP,5/4/2015 0:00,Male,26,White,19128
,,,,,
PDP,2/10/2015 0:00,Male,24,Black,19143
,,,,,
PDP,1/6/2015 0:00,Male,26,Black,19138
,,,,,
PDP,1/29/2015 0:00,Male,28,Asian,19142
,,,,,
PDP,3/6/2015 0:00,Female,30,White,19148
,,,,,
State,6/8/2015 0:00,Male,30,White,19135
,,,,,
PDP,1/17/2015 0:00,Male,23,Black,19124
,,,,,
PDP,2/3/2015 0:00,Male,20,Black,19136
,,,,,
PDP,7/28/2015 0:00,Male,33,Hispanic,19134
,,,,,
PDP,3/12/2015 0:00,Male,21,Black,19123
,,,,,
State,7/26/2015 0:00,Male,24,Black,19133
,,,,,
PDP,1/14/2015 0:00,Female,20,Hispanic,19134
,,,,,
PDP,5/5/2015 0:00,Male,19,Hispanic,19134
,,,,,
PDP,8/31/2015 0:00,Male,25,Black,19132
,,,,,
State,8/17/2015 0:00,Male,24,White,19123
,,,,,
PDP,9/30/2015 0:00,Female,24,Hispanic,19134
,,,,,
PDP,4/29/2015 0:00,Female,28,Black,
,,,,,
PDP,8/8/2015 0:00,Male,43,Black,19124
,,,,,
PDP,9/18/2015 0:00,Male,26,White,19135
,,,,,
PDP,8/25/2015 0:00,Male,21,Black,19124
,,,,,
PDP,11/30/2015 0:00,Male,24,Hispanic,19134
,,,,,
PDP,4/27/2015 0:00,Male,18,Black,19145
,,,,,
PDP,5/6/2015 0:00,Male,30,Hispanic,19134
,,,,,
PDP,6/18/2015 0:00,Male,26,Hispanic,19124
,,,,,
PDP,5/1/2015 0:00,Male,26,Hispanic,19134
,,,,,
State,7/9/2015 0:00,Male,27,Black,19140
,,,,,
PDP,5/2/2015 0:00,Male,22,Black,19150
,,,,,
PDP,11/9/2015 0:00,Male,37,Black,19144
,,,,,
PDP,2/10/2015 0:00,Male,24,Black,19148
,,,,,
State,6/22/2015 0:00,Male,25,Black,19138
,,,,,
PDP,5/4/2015 0:00,Male,19,Black,19140
,,,,,
PDP,9/10/2015 0:00,Male,22,Black,19124
,,,,,
PDP,2/27/2015 0:00,Male,24,Black,19132
,,,,,
PDP,11/5/2015 0:00,Male,32,White,19134
,,,,,
PDP,7/2/2015 0:00,Male,23,Hispanic,
,,,,,
PDP,8/25/2015 0:00,Male,29,White,
,,,,,
PDP,11/23/2015 0:00,Male,24,Black,19145
,,,,,
PDP,7/29/2015 0:00,Male,21,Black,19132
,,,,,
State,2/2/2015 0:00,Male,25,Black,19124
,,,,,
PDP,1/12/2015 0:00,Male,75,White,19104
,,,,,
PDP,4/22/2015 0:00,Male,40,Hispanic,19134
,,,,,
PDP,5/11/2015 0:00,Female,40,Black,19134
,,,,,
State,5/11/2015 0:00,Male,24,White,19123
,,,,,
PDP,4/9/2015 0:00,Female,30,Hispanic,19134
,,,,,
State,4/13/2015 0:00,Male,26,Hispanic,19129
,,,,,
PDP,2/4/2015 0:00,Male,20,Black,19121
,,,,,
PDP,5/14/2015 0:00,Female,24,White,19138
,,,,,
PDP,10/21/2015 0:00,Male,60,Black,19134
,,,,,
PDP,4/1/2015 0:00,Male,23,Hispanic,19134
,,,,,
PDP,4/18/2015 0:00,Male,22,Black,19132
,,,,,
PDP,4/1/2015 0:00,Male,22,Black,19100
,,,,,
PDP,1/13/2015 0:00,Male,26,White,19146
,,,,,
PDP,2/16/2015 0:00,Male,45,Hispanic,
,,,,,
PDP,2/2/2015 0:00,Male,24,Black,19144
,,,,,
PDP,8/18/2015 0:00,Male,22,Black,
,,,,,
PDP,6/5/2015 0:00,Male,24,Black,19132
,,,,,
PDP,12/1/2015 0:00,Male,20,Black,19126
,,,,,
PDP,12/30/2015 0:00,Male,24,Black,19132
,,,,,
PDP,9/8/2015 0:00,Male,19,Black,19132
,,,,,
State,9/16/2015 0:00,Male,28,Hispanic,19149
,,,,,
State,9/8/2015 0:00,Female,41,Other,19149
,,,,,
PDP,10/27/2015 0:00,Male,23,Black,19135
,,,,,
PDP,1/23/2015 0:00,Male,39,White,19148
,,,,,
State,1/18/2015 0:00,Female,36,White,19135
,,,,,
PDP,7/8/2015 0:00,Male,23,Hispanic,19140
,,,,,
PDP,7/30/2015 0:00,Male,29,Hispanic,19136
,,,,,
PDP,12/28/2015 0:00,Male,19,White,19129
,,,,,
PDP,9/2/2015 0:00,Male,23,Black,
,,,,,
PDP,4/21/2015 0:00,Male,24,Hispanic,19140
,,,,,
PDP,8/31/2015 0:00,Male,23,Black,19121
,,,,,
State,6/1/2015 0:00,Male,23,Black,19140
,,,,,
State,5/11/2015 0:00,Male,27,White,19134
,,,,,
PDP,12/18/2015 0:00,Male,28,Black,19124
,,,,,
State,7/26/2015 0:00,Male,24,Black,19140
,,,,,
PDP,7/16/2015 0:00,Male,26,Hispanic,19133
,,,,,
PDP,9/29/2015 0:00,Male,32,Hispanic,19134
,,,,,
PDP,3/27/2015 0:00,Male,25,White,19134
,,,,,
PDP,6/4/2015 0:00,Male,21,Black,
,,,,,
PDP,12/7/2015 0:00,Female,22,Black,19132
,,,,,
State,6/15/2015 0:00,Male,25,White,19129
,,,,,
PDP,3/13/2015 0:00,Male,21,White,19135
,,,,,
PDP,6/24/2015 0:00,Male,30,Hispanic,19153
,,,,,
PDP,3/9/2015 0:00,Male,25,Black,19143
,,,,,
PDP,2/23/2015 0:00,Male,20,Black,19121
,,,,,
PDP,3/14/2015 0:00,Female,26,Hispanic,19134
,,,,,
PDP,9/17/2015 0:00,Male,22,Black,19141
,,,,,
PDP,8/16/2015 0:00,Male,38,Black,19134
,,,,,
State,11/9/2015 0:00,Male,27,Hispanic,19124
,,,,,
PDP,4/11/2015 0:00,Male,44,Black,19144
,,,,,
State,11/23/2015 0:00,Male,24,White,19133
,,,,,
PDP,4/14/2015 0:00,Male,24,Black,19121
,,,,,
PDP,8/11/2015 0:00,Male,23,Hispanic,19134
,,,,,
PDP,8/3/2015 0:00,Male,18,Black,19124
,,,,,
PDP,3/30/2015 0:00,Male,28,Black,19138
,,,,,
PDP,10/7/2015 0:00,Male,25,White,
,,,,,
PDP,12/9/2015 0:00,Male,46,White,
,,,,,
PDP,2/13/2015 0:00,Male,32,Black,19140
,,,,,
PDP,5/29/2015 0:00,Male,22,Black,19138
,,,,,
PDP,8/17/2015 0:00,Male,31,White,19114
,,,,,
PDP,8/17/2015 0:00,Female,23,Black,19121
,,,,,
PDP,4/16/2015 0:00,Male,22,Black,19104
,,,,,
PDP,1/26/2015 0:00,Male,19,Black,19121
,,,,,
PDP,6/8/2015 0:00,Male,22,Black,19139
,,,,,
PDP,2/17/2015 0:00,Male,47,Black,19121
,,,,,
PDP,4/8/2015 0:00,Male,25,Hispanic,19134
,,,,,
PDP,5/7/2015 0:00,Male,26,Hispanic,19134
,,,,,
State,3/30/2015 0:00,Male,25,Hispanic,19120
,,,,,
State,7/14/2015 0:00,Male,25,Black,19140
,,,,,
State,12/24/2015 0:00,Male,24,Black,19139
,,,,,
PDP,6/29/2015 0:00,Female,24,White,19134
,,,,,
State,4/17/2015 0:00,Male,26,Black,19133
,,,,,
PDP,1/12/2015 0:00,Male,43,White,19135
,,,,,
PDP,3/17/2015 0:00,Male,49,Black,
,,,,,
PDP,3/13/2015 0:00,Male,23,Black,19132
,,,,,
State,3/2/2015 0:00,Male,38,Hispanic,19132
,,,,,
PDP,11/12/2015 0:00,Male,25,Black,19151
,,,,,
PDP,12/29/2015 0:00,Male,29,Hispanic,19120
,,,,,
PDP,2/3/2015 0:00,Male,26,Black,19134
,,,,,
State,10/29/2015 0:00,Male,23,Hispanic,19140
,,,,,
PDP,9/11/2015 0:00,Male,22,Hispanic,19125
,,,,,
PDP,9/8/2015 0:00,Male,29,Hispanic,19140
,,,,,
PDP,1/28/2015 0:00,Male,25,Black,19134
,,,,,
State,2/8/2015 0:00,Male,21,Black,19120
,,,,,
PDP,2/13/2015 0:00,Male,22,Black,19143
,,,,,
PDP,3/24/2015 0:00,Male,32,Hispanic,
,,,,,
PDP,7/10/2015 0:00,Female,24,Black,19130
,,,,,
PDP,4/14/2015 0:00,Male,21,Black,19132
,,,,,
PDP,12/14/2015 0:00,Male,46,Hispanic,19134
,,,,,
PDP,7/14/2015 0:00,Male,44,Hispanic,19133
,,,,,
PDP,5/19/2015 0:00,Male,27,Hispanic,19134
,,,,,
PDP,8/25/2015 0:00,Male,25,White,19134
,,,,,
PDP,9/22/2015 0:00,Male,21,Black,19140
,,,,,
PDP,1/12/2015 0:00,Male,26,Black,19144
,,,,,
PDP,7/27/2015 0:00,Male,20,Black,19146
,,,,,
State,8/10/2015 0:00,Male,22,Black,19133
,,,,,
State,2/9/2015 0:00,Male,25,Black,19147
,,,,,
PDP,5/22/2015 0:00,Male,52,Hispanic,19134
,,,,,
PDP,7/17/2015 0:00,Male,21,Black,19132
,,,,,
PDP,5/20/2015 0:00,Male,20,Black,19132
,,,,,
PDP,6/29/2015 0:00,Male,21,Black,19139
,,,,,
PDP,4/7/2015 0:00,Male,22,Black,19142
,,,,,
PDP,4/29/2015 0:00,Male,23,Black,19133
,,,,,
PDP,6/23/2015 0:00,Female,23,White,
,,,,,
PDP,2/10/2015 0:00,Male,25,Hispanic,19124
,,,,,
PDP,4/28/2015 0:00,Male,23,Black,19148
,,,,,
PDP,10/30/2015 0:00,Male,20,Black,19144
,,,,,
PDP,6/11/2015 0:00,Female,33,Hispanic,
,,,,,
PDP,12/2/2015 0:00,Male,20,Hispanic,19133
,,,,,
PDP,8/31/2015 0:00,Male,23,Black,19148
,,,,,
PDP,3/19/2015 0:00,Male,27,Hispanic,19120
,,,,,
PDP,3/9/2015 0:00,Male,21,White,19115
,,,,,
State,4/21/2015 0:00,Male,36,Other,19141
,,,,,
PDP,2/9/2015 0:00,Female,23,Black,19120
,,,,,
PDP,1/8/2015 0:00,Female,29,Black,19121
,,,,,
PDP,8/9/2015 0:00,Male,63,Black,19122
,,,,,
PDP,7/9/2015 0:00,Male,22,Black,19144
,,,,,
PDP,12/8/2015 0:00,Male,22,Black,19132
,,,,,
PDP,10/5/2015 0:00,Male,25,Black,19150
,,,,,
PDP,10/13/2015 0:00,Male,23,Black,19111
,,,,,
PDP,5/1/2015 0:00,Male,23,White,19133
,,,,,
PDP,3/9/2015 0:00,Female,29,Hispanic,19140
,,,,,
PDP,4/16/2015 0:00,Male,25,Black,19148
,,,,,
PDP,10/7/2015 0:00,Male,20,Black,19136
,,,,,
PDP,4/28/2015 0:00,Male,22,Black,19146
,,,,,
PDP,11/17/2015 0:00,Male,27,Hispanic,
,,,,,
PDP,12/7/2015 0:00,Male,24,Black,19125
,,,,,
PDP,12/22/2015 0:00,Male,21,Black,19121
,,,,,
PDP,10/16/2015 0:00,Male,22,Hispanic,19124
,,,,,
PDP,9/11/2015 0:00,Female,26,Black,
,,,,,
State,12/16/2015 0:00,Male,20,Black,19142
,,,,,
PDP,6/19/2015 0:00,Male,22,Black,19121
,,,,,
PDP,4/13/2015 0:00,Male,45,White,19148
,,,,,
PDP,9/11/2015 0:00,Male,38,Hispanic,19135
,,,,,
PDP,12/3/2015 0:00,Male,19,Black,19146
,,,,,
State,8/3/2015 0:00,Male,26,Black,19124
,,,,,
PDP,11/13/2015 0:00,Female,26,Black,19146
,,,,,
PDP,8/29/2015 0:00,Male,32,White,19136
,,,,,
State,11/19/2015 0:00,Male,27,White,19114
,,,,,
PDP,10/27/2015 0:00,Male,24,White,
,,,,,
State,4/6/2015 0:00,Male,23,Black,19123
,,,,,
PDP,6/23/2015 0:00,Male,22,Hispanic,19134
,,,,,
PDP,3/9/2015 0:00,Male,26,Hispanic,19120
,,,,,
PDP,7/23/2015 0:00,Male,25,White,19148
,,,,,
PDP,6/28/2015 0:00,Female,32,Hispanic,19133
,,,,,
PDP,3/20/2015 0:00,Male,40,Hispanic,19100
,,,,,
PDP,2/17/2015 0:00,Male,22,Asian,19142
,,,,,
PDP,3/30/2015 0:00,Female,24,Black,19120
,,,,,
PDP,2/26/2015 0:00,Male,25,Black,19149
,,,,,
PDP,2/13/2015 0:00,Male,19,Black,19124
,,,,,
PDP,10/6/2015 0:00,Male,20,Other,19121
,,,,,
PDP,6/2/2015 0:00,Female,33,Hispanic,19140
,,,,,
PDP,2/28/2015 0:00,Male,40,Black,19146
,,,,,
PDP,8/19/2015 0:00,Male,26,Black,19122
,,,,,
PDP,4/22/2015 0:00,Male,25,White,19136
,,,,,
PDP,1/17/2015 0:00,Male,23,Black,19144
,,,,,
PDP,2/20/2015 0:00,Male,42,White,
,,,,,
PDP,1/5/2015 0:00,Female,34,White,19145
,,,,,
State,9/15/2015 0:00,Male,24,Hispanic,19124
,,,,,
PDP,4/3/2015 0:00,Male,28,Black,19132
,,,,,
PDP,6/25/2015 0:00,Male,21,Black,19136
,,,,,
PDP,8/27/2015 0:00,Male,22,Black,19144
,,,,,
State,9/3/2015 0:00,Male,29,White,19125
,,,,,
PDP,4/4/2015 0:00,Male,21,Hispanic,19132
,,,,,
PDP,5/15/2015 0:00,Male,21,Black,
,,,,,
PDP,1/13/2015 0:00,Male,24,Hispanic,
,,,,,
State,1/11/2015 0:00,Male,22,Black,19151
,,,,,
PDP,12/3/2015 0:00,Male,25,Black,
,,,,,
PDP,7/30/2015 0:00,Female,28,White,19136
,,,,,
PDP,6/28/2015 0:00,Male,25,Black,19146
,,,,,
PDP,6/8/2015 0:00,Male,28,Black,19132
,,,,,
State,8/6/2015 0:00,Male,29,Hispanic,19134
,,,,,
State,8/18/2015 0:00,Male,51,Hispanic,19140
,,,,,
State,1/5/2015 0:00,Male,22,Black,19145
,,,,,
PDP,8/24/2015 0:00,Female,24,Black,19129
,,,,,
PDP,4/16/2015 0:00,Male,46,White,19134
,,,,,
PDP,11/25/2015 0:00,Male,25,Black,19100
,,,,,
PDP,8/6/2015 0:00,Male,25,Black,
,,,,,
State,11/30/2015 0:00,Male,36,Hispanic,19140
,,,,,
PDP,6/16/2015 0:00,Male,21,Black,19143
,,,,,
PDP,2/17/2015 0:00,Male,25,Black,
,,,,,
PDP,4/2/2015 0:00,Male,23,Hispanic,19135
,,,,,
PDP,2/11/2015 0:00,Male,24,White,19148
,,,,,
PDP,10/29/2015 0:00,Male,24,Other,19131
,,,,,
PDP,10/21/2015 0:00,Female,31,Other,19121
,,,,,
PDP,2/25/2015 0:00,Male,25,Black,
,,,,,
PDP,3/19/2015 0:00,Male,21,Hispanic,19120
,,,,,
PDP,4/21/2015 0:00,Male,21,Black,19144
,,,,,
PDP,7/22/2015 0:00,Female,38,Black,19139
,,,,,
PDP,3/22/2015 0:00,Male,24,Black,19134
,,,,,
PDP,9/9/2015 0:00,Male,22,Black,19111
,,,,,
PDP,4/8/2015 0:00,Male,21,White,19148
,,,,,
PDP,1/29/2015 0:00,Male,21,Black,19104
,,,,,
PDP,4/22/2015 0:00,Male,33,Black,
,,,,,
PDP,7/15/2015 0:00,Male,21,Black,19135
,,,,,
PDP,3/12/2015 0:00,Male,21,Black,19146
,,,,,
PDP,3/9/2015 0:00,Male,23,Hispanic,19135
,,,,,
PDP,1/29/2015 0:00,Female,35,Hispanic,19133
,,,,,
PDP,8/25/2015 0:00,Male,23,Other,19146
,,,,,
State,6/23/2015 0:00,Female,32,White,19134
,,,,,
PDP,11/6/2015 0:00,Male,20,Black,
,,,,,
PDP,4/14/2015 0:00,Male,25,Black,19143
,,,,,
PDP,4/29/2015 0:00,Male,21,Black,19143
,,,,,
PDP,3/12/2015 0:00,Male,25,White,19134
,,,,,
State,5/18/2015 0:00,Male,26,Black,19133
,,,,,
PDP,3/30/2015 0:00,Male,22,Black,19141
,,,,,
PDP,6/29/2015 0:00,Male,20,Black,19149
,,,,,
PDP,4/8/2015 0:00,Male,23,Black,19124
,,,,,
PDP,9/2/2015 0:00,Male,33,Black,19124
,,,,,
PDP,12/3/2015 0:00,Female,23,Black,19131
,,,,,
PDP,3/16/2015 0:00,Male,22,Black,19146
,,,,,
PDP,3/4/2015 0:00,Male,20,Black,19143
,,,,,
PDP,6/1/2015 0:00,Male,35,Hispanic,
,,,,,
PDP,11/6/2015 0:00,Male,25,Hispanic,19140
,,,,,
PDP,5/7/2015 0:00,Male,38,Black,19133
,,,,,
PDP,8/31/2015 0:00,Female,39,Black,19132
,,,,,
PDP,5/31/2015 0:00,Female,31,White,19151
,,,,,
PDP,6/4/2015 0:00,Female,35,White,19148
,,,,,
PDP,7/6/2015 0:00,Male,25,Black,19138
,,,,,
PDP,3/26/2015 0:00,Male,32,Hispanic,19100
,,,,,
PDP,9/18/2015 0:00,Male,23,White,19135
,,,,,
PDP,7/9/2015 0:00,Male,20,Black,19131
,,,,,
PDP,3/24/2015 0:00,Male,21,Black,19121
,,,,,
PDP,8/17/2015 0:00,Male,22,Black,19120
,,,,,
PDP,1/6/2015 0:00,Male,20,Hispanic,19122
,,,,,
PDP,10/19/2015 0:00,Male,19,Black,19142
,,,,,
PDP,7/20/2015 0:00,Male,20,Black,19132
,,,,,
PDP,7/27/2015 0:00,Male,33,Hispanic,
,,,,,
PDP,6/9/2015 0:00,Female,47,Hispanic,19140
,,,,,
PDP,6/11/2015 0:00,Female,33,Black,19136
,,,,,
PDP,8/19/2015 0:00,Female,21,Black,19133
,,,,,
PDP,12/10/2015 0:00,Female,26,Black,19134
,,,,,
PDP,6/15/2015 0:00,Male,32,Hispanic,19133
,,,,,
PDP,12/17/2015 0:00,Male,21,Black,19151
,,,,,
PDP,11/24/2015 0:00,Male,23,Black,19140
,,,,,
PDP,6/30/2015 0:00,Male,32,Other,19131
,,,,,
State,10/19/2015 0:00,Male,20,Hispanic,19132
,,,,,
PDP,1/7/2015 0:00,Male,22,Black,19144
,,,,,
PDP,10/7/2015 0:00,Male,21,Black,
,,,,,
PDP,5/28/2015 0:00,Male,30,White,19140
,,,,,
State,6/8/2015 0:00,Male,21,Black,19124
,,,,,
PDP,6/3/2015 0:00,Male,20,Hispanic,19134
,,,,,
PDP,7/7/2015 0:00,Female,25,Black,19134
,,,,,
PDP,5/20/2015 0:00,Male,22,Black,19134
,,,,,
PDP,5/20/2015 0:00,Female,22,Black,19119
,,,,,
PDP,5/7/2015 0:00,Male,21,Black,
,,,,,
PDP,5/14/2015 0:00,Male,27,Black,
,,,,,
PDP,7/14/2015 0:00,Male,20,Black,19133
,,,,,
PDP,2/5/2015 0:00,Male,52,Hispanic,19134
,,,,,
PDP,3/11/2015 0:00,Male,21,Black,
,,,,,
PDP,12/3/2015 0:00,Male,27,Hispanic,
,,,,,
PDP,1/8/2015 0:00,Male,20,Black,
,,,,,
PDP,2/13/2015 0:00,Male,25,Black,19140
,,,,,
PDP,7/2/2015 0:00,Male,22,Black,19140
,,,,,
PDP,6/9/2015 0:00,Male,22,Black,
,,,,,
PDP,7/2/2015 0:00,Male,21,Black,19141
,,,,,
PDP,1/5/2015 0:00,Female,43,Hispanic,19133
,,,,,
PDP,4/2/2015 0:00,Female,42,Hispanic,19134
,,,,,
PDP,8/11/2015 0:00,Male,22,Black,
,,,,,
PDP,10/9/2015 0:00,Female,26,Black,19124
,,,,,
PDP,7/21/2015 0:00,Male,21,Black,19120
,,,,,
State,12/16/2015 0:00,Male,53,White,19124
,,,,,
PDP,1/5/2015 0:00,Male,20,Black,19128
,,,,,
PDP,2/10/2015 0:00,Male,28,Black,19143
,,,,,
PDP,11/10/2015 0:00,Male,23,Black,19120
,,,,,
PDP,4/27/2015 0:00,Male,22,Black,19121
,,,,,
PDP,6/29/2015 0:00,Male,24,White,
,,,,,
PDP,6/23/2015 0:00,Male,21,Black,19146
,,,,,
PDP,10/5/2015 0:00,Female,36,Black,19143
,,,,,
PDP,7/28/2015 0:00,Female,26,White,19135
,,,,,
PDP,3/13/2015 0:00,Female,31,White,
,,,,,
PDP,2/12/2015 0:00,Male,17,Black,19120
,,,,,
PDP,12/26/2015 0:00,Female,24,Black,19143
,,,,,
PDP,2/24/2015 0:00,Female,28,White,19148
,,,,,
PDP,10/19/2015 0:00,Male,21,Black,19111
,,,,,
PDP,10/23/2015 0:00,Male,19,Black,19140
,,,,,
PDP,5/19/2015 0:00,Male,24,Black,19133
,,,,,
PDP,12/4/2015 0:00,Male,24,Black,19148
,,,,,
State,1/15/2015 0:00,Male,29,Hispanic,19124
,,,,,
State,12/13/2015 0:00,Male,32,White,19149
,,,,,
PDP,9/4/2015 0:00,Female,20,Other,19142
,,,,,
PDP,9/30/2015 0:00,Male,21,Black,19141
,,,,,
PDP,4/25/2015 0:00,Male,22,Hispanic,
,,,,,
PDP,12/18/2015 0:00,Male,25,Black,19138
,,,,,
PDP,9/25/2015 0:00,Female,41,White,19114
,,,,,
PDP,3/28/2015 0:00,Male,20,Black,19134
,,,,,
PDP,1/29/2015 0:00,Male,23,Black,19121
,,,,,
PDP,1/8/2015 0:00,Female,34,Black,19132
,,,,,
PDP,10/5/2015 0:00,Male,26,Black,19139
,,,,,
PDP,9/22/2015 0:00,Male,25,White,19137
,,,,,
PDP,1/5/2015 0:00,Male,20,Black,19124
,,,,,
PDP,3/18/2015 0:00,Male,27,Black,19144
,,,,,
PDP,10/30/2015 0:00,Male,34,White,19145
,,,,,
PDP,12/3/2015 0:00,Male,21,Black,19101
,,,,,
PDP,10/19/2015 0:00,Female,22,Black,19129
,,,,,
PDP,6/16/2015 0:00,Male,20,Black,19152
,,,,,
State,1/12/2015 0:00,Male,21,Black,19134
,,,,,
PDP,10/29/2015 0:00,Female,27,White,
